ligand,ligandName,protein_path
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_219.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_220.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_221.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_225.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_227.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_230.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_233.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_234.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_235.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_236.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_237.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_241.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_243.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_245.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_247.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_248.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_249.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_250.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_251.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_254.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_255.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_259.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_26.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_266.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_268.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_272.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_274.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_277.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_280.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_282.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_285.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_287.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_29.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_290.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_291.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_294.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_296.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_298.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_300.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_301.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_313.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_314.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_325.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_33.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_330.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_331.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_335.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_338.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_340.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_345.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_347.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_348.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_349.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_362.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_37.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_375.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_385.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_387.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_388.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_395.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_397.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_428.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_432.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_441.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_446.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_470.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_486.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_492.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_51.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_53.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_56.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_59.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_66.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_70.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_72.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_75.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_79.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_81.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_84.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_85.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_90.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_95.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_96.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_97.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/3aru/3aru_ligand_98.sdf,3aru,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_108.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_109.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_116.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_121.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_123.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_127.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_130.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_133.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_145.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_147.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_158.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_16.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_161.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_165.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_18.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_182.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_192.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_195.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_20.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_201.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_207.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_21.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_212.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_214.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_215.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_218.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_223.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_229.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_230.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_241.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
/gxr/luwei/dynamicbind/CASF/decoys_screening_reorder/3gnw/2zda/2zda_ligand_245.sdf,2zda,/gxr/luwei/CASF/CASF-2016/processed_coreset/cleaned_proteins/3gnw_protein.pdb
